name,users,statuses,6,12,24,72
saltwatercity.org,3.0,174.0,0.0,0.0,0.0,0.0
soc.lewactwo.pl,3.0,29.0,0.0,0.0,0.0,3.0
social.levelxstudios.org,3.0,3472.0,0.0,0.0,0.0,0.0
instanzfreun.de,3.0,593.0,0.0,0.0,1.0,1.0
anticitoyen.fr.nf,3.0,2757.0,0.0,0.0,0.0,0.0
divas.joburg,3.0,235.0,0.0,0.0,0.0,0.0
social.buckket.org,3.0,26400.0,0.0,0.0,0.0,0.0
socialpa.ws,3.0,40.0,0.0,0.0,0.0,0.0
federation.krowverse.services,3.0,2331.0,0.0,0.0,0.0,0.0
nimbus.social,3.0,14.0,0.0,0.0,0.0,0.0
eagleear.social,3.0,37.0,0.0,0.0,0.0,
mstdn.nanamachi.net,3.0,477.0,0.0,0.0,0.0,0.0
youngroyals.net,3.0,15.0,0.0,0.0,0.0,0.0
pigleader.com,3.0,9.0,0.0,0.0,0.0,0.0
mastodon.dissem.ch,3.0,181.0,0.0,0.0,0.0,0.0
h1v3.de,3.0,4167.0,0.0,0.0,0.0,0.0
isagood.dog,3.0,4.0,0.0,0.0,0.0,1.0
mastodon.cardina1.red,3.0,170807.0,0.0,0.0,0.0,0.0
mastodon.lermer.nl,3.0,3952.0,0.0,0.0,0.0,0.0
were.party,3.0,5.0,1.0,1.0,1.0,
idealhealth.social,3.0,2.0,0.0,0.0,0.0,0.0
masto.ingeechat.party,3.0,80.0,0.0,0.0,0.0,0.0
pleroma.tentacle.expert,3.0,35.0,0.0,0.0,0.0,
heckoverflow.org,2.0,4.0,0.0,0.0,,
belgadon.be,2.0,70.0,0.0,0.0,0.0,0.0
0x32f.io,2.0,0.0,0.0,0.0,,
kicou.info,2.0,2831.0,0.0,0.0,0.0,0.0
adney.land,2.0,166.0,0.0,0.0,0.0,0.0
toot.poedelwitz.de,2.0,11.0,0.0,0.0,0.0,0.0
cornerbooth.chat,2.0,123.0,0.0,0.0,0.0,0.0
social.openlebo.com,2.0,2.0,0.0,0.0,0.0,
ajar.social,2.0,3.0,0.0,0.0,0.0,
mastodon.lertsenem.com,2.0,10017.0,0.0,0.0,0.0,0.0
social.xthemage.net,2.0,9986.0,0.0,0.0,0.0,0.0
mstdn.tatsuya0902.jp,2.0,41.0,0.0,0.0,,
www.nekotodon.com,2.0,116.0,0.0,0.0,0.0,0.0
ostatus.lardbucket.org,2.0,13517.0,0.0,0.0,0.0,0.0
today4u.xyz,2.0,106.0,0.0,,,
voiceover.actor,2.0,31.0,,,,
mastodon.lavergne.online,2.0,158.0,0.0,0.0,0.0,0.0
serval.club,2.0,135.0,0.0,0.0,0.0,0.0
nixeneko.info,2.0,28551.0,0.0,0.0,0.0,0.0
sandbox.skoji.jp,2.0,31537.0,0.0,0.0,0.0,0.0
veah.cocoa.moe,2.0,19.0,0.0,0.0,0.0,0.0
mastodimation.art,2.0,2.0,0.0,1.0,1.0,1.0
blasmusik.social,2.0,7.0,,,,
rettungsdienst.social,2.0,2.0,0.0,0.0,,
mstdn.ryanak.xyz,2.0,9517.0,0.0,0.0,0.0,0.0
lawfedi.blue,2.0,137.0,0.0,0.0,0.0,
openmic.day,2.0,29.0,0.0,0.0,0.0,
mastodon.kosebamse.com,2.0,451.0,0.0,0.0,0.0,1.0
social.badabam.net,2.0,2046.0,0.0,0.0,0.0,0.0
mastodon.theclashfruit.me,2.0,12.0,0.0,0.0,1.0,
chabant.social,2.0,1000.0,0.0,0.0,0.0,0.0
social.vande-walle.eu,2.0,41.0,0.0,0.0,0.0,
social.fosshost.com,2.0,8.0,0.0,0.0,0.0,
gdsocial.uk,2.0,6.0,0.0,0.0,0.0,0.0
mastodon.dr-hardware.ch,2.0,21.0,0.0,0.0,0.0,0.0
masto.azisserver.me,2.0,4.0,0.0,0.0,0.0,0.0
thegreendragon.online,2.0,6.0,0.0,1.0,1.0,
mastodon.nexusuk.org,2.0,51.0,0.0,0.0,0.0,0.0
masto.ws,2.0,98.0,0.0,0.0,0.0,1.0
m.jinwei.me,2.0,1769.0,0.0,1.0,1.0,
fedi.kcore.org,2.0,387.0,0.0,0.0,0.0,0.0
niflheim.social,2.0,36.0,0.0,0.0,0.0,0.0
masto.do,2.0,1.0,0.0,0.0,0.0,
polxa.online,2.0,191.0,0.0,0.0,0.0,0.0
wang.nz,2.0,13.0,0.0,0.0,0.0,0.0
journodon.com,2.0,9.0,0.0,0.0,0.0,0.0
toot.hordearii.fr,2.0,23.0,0.0,0.0,0.0,0.0
mastodon.pathconnect.de,2.0,7.0,0.0,0.0,0.0,
mastodon.arss.io,2.0,0.0,0.0,0.0,0.0,0.0
chat-node.uk,2.0,15.0,0.0,0.0,0.0,0.0
mastodon.cgx.me,2.0,2128.0,0.0,0.0,0.0,0.0
social.sodes.ro,2.0,17.0,0.0,0.0,0.0,0.0
mstdn.ht164.jp,2.0,16262.0,0.0,0.0,0.0,0.0
mazzo.masto.host,2.0,558.0,0.0,0.0,0.0,0.0
junkhub.org,2.0,5373.0,0.0,0.0,0.0,0.0
mstdn.soysoftware.net,2.0,6559.0,0.0,0.0,0.0,0.0
mstdn.neigepluie.net,2.0,49.0,0.0,0.0,0.0,0.0
tooting.intensifi.es,2.0,31811.0,0.0,0.0,0.0,0.0
mstdn.sastudio.jp,2.0,158794.0,0.0,0.0,0.0,0.0
yamagadon.com,2.0,848.0,0.0,0.0,0.0,0.0
maron.blue,2.0,24.0,0.0,0.0,0.0,0.0
ostatus.yoh2.ddo.jp,2.0,183.0,0.0,0.0,0.0,0.0
pleroma.oook.fr,2.0,1716.0,0.0,0.0,0.0,0.0
agilodon.social,2.0,148.0,0.0,0.0,0.0,0.0
toot.roothell.org,2.0,2670.0,0.0,0.0,0.0,0.0
social.anufrij.de,2.0,702.0,0.0,0.0,0.0,0.0
mastodon.darkou.fr,2.0,2707.0,0.0,0.0,0.0,0.0
mastodon.desmu.fr,2.0,2185.0,0.0,0.0,0.0,0.0
eponaauthor.social,2.0,1.0,0.0,0.0,0.0,0.0
tentacleric.com,2.0,665.0,0.0,0.0,0.0,0.0
bulbulator.net,2.0,122.0,0.0,0.0,0.0,0.0
wireless-iot.social,2.0,37.0,0.0,0.0,0.0,0.0
scl.zmb.cm,2.0,1303.0,0.0,0.0,0.0,0.0
social.aero,2.0,81.0,0.0,0.0,0.0,0.0
pouet.april.org,2.0,5173.0,0.0,0.0,0.0,0.0
tusk.sfunk1x.com,2.0,395.0,0.0,0.0,0.0,0.0
mastodon.kenscott.me,2.0,3.0,0.0,0.0,0.0,0.0
137i.de,2.0,1.0,0.0,0.0,0.0,0.0
mastodon.obsidian-group.co,2.0,20.0,0.0,0.0,0.0,0.0
social.kleinrensing.com,2.0,12.0,0.0,0.0,0.0,0.0
mastodon.digitalsuccess.dev,2.0,18.0,0.0,0.0,0.0,0.0
toot.nclf.net,2.0,149.0,0.0,0.0,0.0,0.0
gs.yvt.jp,2.0,6854.0,0.0,0.0,0.0,0.0
mastodon.mechanicalmischief.com,2.0,198.0,0.0,0.0,0.0,0.0
ggtea.org,2.0,47.0,0.0,0.0,0.0,0.0
m.right.wtf,2.0,95.0,0.0,0.0,0.0,0.0
social.vleij.com,2.0,50.0,0.0,0.0,0.0,0.0
social.0ko.me,2.0,7564.0,0.0,0.0,0.0,-1.0
smeap.com,2.0,6441.0,0.0,0.0,0.0,0.0
m.aqr.af,2.0,106138.0,0.0,0.0,0.0,0.0
overheard.social,2.0,73.0,0.0,0.0,0.0,0.0
drumbum42.com,2.0,208.0,0.0,0.0,0.0,0.0
kannitverstan.eu,2.0,10.0,0.0,0.0,0.0,0.0
asphodel.rip,2.0,30.0,0.0,0.0,0.0,0.0
mytoot.de,2.0,636.0,0.0,0.0,0.0,0.0
kottman.xyz,2.0,1201.0,0.0,0.0,0.0,0.0
politidon.com,2.0,2.0,0.0,0.0,0.0,0.0
veterinary.education,2.0,12.0,0.0,0.0,0.0,0.0
pleroma.iklstgery.nohost.me,2.0,1.0,0.0,0.0,0.0,0.0
mastodon.137i.de,2.0,1.0,0.0,0.0,0.0,0.0
blahut.tech,2.0,2684.0,0.0,0.0,0.0,0.0
social.pacna.org,2.0,216.0,0.0,0.0,0.0,0.0
social.gorritodeplata.xyz,2.0,163.0,0.0,0.0,0.0,0.0
pars.ee,2.0,3708.0,0.0,0.0,0.0,0.0
hifish.social,2.0,4.0,0.0,0.0,0.0,0.0
pleroma-in.ouda.space,2.0,9024.0,0.0,0.0,0.0,0.0
pleroma.eichler-bg.de,2.0,2.0,0.0,0.0,0.0,0.0
thevillastraylight.com,2.0,57452.0,0.0,0.0,0.0,0.0
boilingcong.ee,2.0,2498.0,0.0,0.0,0.0,0.0
bern.social,2.0,71.0,0.0,0.0,0.0,0.0
social.researchanddestroy.technology,2.0,12.0,0.0,0.0,0.0,0.0
iys.io,2.0,3.0,0.0,0.0,0.0,0.0
social.4f9e1738.ignorelist.com,2.0,302.0,0.0,0.0,0.0,0.0
social.chatty.monster,2.0,341.0,0.0,0.0,0.0,0.0
fedi.cheeseland.xyz,2.0,470.0,0.0,0.0,0.0,0.0
msps.io,2.0,216.0,1.0,1.0,1.0,0.0
social.ehvstudent.nl,2.0,3.0,0.0,1.0,1.0,1.0
mainburg.hallertau.social,2.0,463.0,0.0,0.0,0.0,0.0
sudo.cat,2.0,310.0,1.0,1.0,1.0,1.0
social.thecum.zone,2.0,28.0,0.0,0.0,0.0,0.0
mastodon.kryptykphysh.xyz,2.0,228.0,0.0,0.0,0.0,0.0
fissionator.com,2.0,857.0,0.0,0.0,0.0,0.0
agora.echelon.pl,2.0,4435.0,0.0,0.0,0.0,0.0
reckless.dev,2.0,148.0,0.0,0.0,0.0,0.0
social.finkhaeuser.de,2.0,6127.0,0.0,0.0,0.0,0.0
mastodon.joinhaven.us,2.0,282.0,0.0,0.0,0.0,0.0
social.mfraters.net,2.0,17.0,0.0,0.0,0.0,0.0
social.beepboop.ga,2.0,93591.0,0.0,0.0,0.0,0.0
teslam.in,2.0,366.0,0.0,0.0,0.0,0.0
mastodon.radicalityincident.com,2.0,42.0,0.0,0.0,0.0,0.0
werd.social,1.0,360.0,0.0,0.0,0.0,0.0
fedibik.es,1.0,4.0,0.0,0.0,0.0,
mastodon.zunda.ninja,1.0,100707.0,0.0,0.0,0.0,0.0
joelburns.me,1.0,10.0,0.0,0.0,0.0,0.0
club.darknight-coffee.org,1.0,2.0,0.0,0.0,0.0,0.0
disiviva.tips,1.0,0.0,0.0,0.0,0.0,0.0
social.van-hemmen.com,1.0,63.0,0.0,0.0,0.0,0.0
datacorner.social,1.0,2.0,0.0,0.0,0.0,
club.darknight-coffee.eu,1.0,468.0,0.0,0.0,0.0,0.0
mstdn.yamaken.jp,1.0,31.0,0.0,0.0,0.0,0.0
marzillier.net,1.0,23.0,0.0,0.0,0.0,0.0
gfk.social,1.0,146.0,0.0,0.0,0.0,0.0
matthewgall.chat,1.0,211.0,0.0,0.0,0.0,0.0
nixorigin.one,1.0,56.0,0.0,0.0,0.0,
is.a.qute.dog,1.0,4827.0,0.0,0.0,0.0,0.0
pouet.couchet.org,1.0,6002.0,0.0,0.0,0.0,0.0
thx.one,1.0,0.0,0.0,0.0,0.0,0.0
mastodon.greenwichmeanti.me,1.0,94.0,0.0,0.0,0.0,0.0
social.myconan.net,1.0,137.0,0.0,0.0,0.0,0.0
toot.nx-pod.de,1.0,39.0,0.0,0.0,0.0,0.0
irrsinn.life,1.0,772.0,0.0,0.0,0.0,0.0
albaruthenica.masto.host,1.0,125.0,0.0,0.0,0.0,0.0
thisis.mylegendary.quest,1.0,632.0,0.0,0.0,0.0,0.0
mastodon.blessedgeeks.com,1.0,589.0,0.0,0.0,0.0,
orchorde.masto.host,1.0,22.0,0.0,0.0,0.0,0.0
m.with.moe,1.0,0.0,0.0,0.0,0.0,0.0
mastodon.fedisaur.us,1.0,54.0,0.0,0.0,0.0,0.0
scissorme.mywire.org,1.0,47.0,0.0,0.0,,
franken.social,1.0,4.0,0.0,0.0,,
social.ballpointcarrot.net,1.0,500.0,0.0,0.0,0.0,0.0
social.m1nd.io,1.0,1.0,0.0,0.0,0.0,0.0
gts.zknt.org,1.0,114.0,0.0,0.0,0.0,0.0
wiesbaden.social,1.0,0.0,0.0,0.0,,
iscurrently.live,1.0,251.0,0.0,,,
ruhrpott.social,1.0,9.0,0.0,,,
xerg.ga,1.0,1387.0,0.0,0.0,0.0,0.0
sensibleowl.social,1.0,7.0,-1.0,-1.0,-1.0,-1.0
social.vegan.im.it,1.0,5.0,0.0,0.0,0.0,0.0
sysadmins.zone,1.0,44.0,0.0,0.0,0.0,0.0
social.diskseven.com,1.0,76438.0,0.0,0.0,0.0,0.0
social.4netguides.org,1.0,22.0,0.0,0.0,0.0,
wltr.pw,1.0,513.0,0.0,0.0,0.0,0.0
discorporea.com,1.0,14.0,0.0,0.0,0.0,0.0
cuff.social,1.0,167.0,0.0,0.0,0.0,0.0
mthie.net,1.0,2900.0,0.0,0.0,0.0,0.0
mstdn.barippi.com,1.0,49.0,0.0,0.0,0.0,0.0
mastodon.sxpert.org,1.0,407.0,0.0,0.0,0.0,0.0
toot.yukimochi.jp,1.0,69233.0,0.0,0.0,0.0,0.0
meinmuenster.land,1.0,170.0,0.0,0.0,0.0,0.0
otter.tube,1.0,586.0,0.0,0.0,0.0,0.0
mastodon.hugopoi.net,1.0,3587.0,0.0,0.0,0.0,0.0
mastodon.sozialdemokratie.social,1.0,47.0,0.0,0.0,0.0,
onlyfeds.cc,1.0,47.0,0.0,0.0,0.0,0.0
mastodon.cloomii.com,1.0,3.0,0.0,0.0,0.0,0.0
mstdn.live,1.0,0.0,0.0,0.0,0.0,
toot.d.sb,1.0,30.0,0.0,0.0,0.0,0.0
social.inzeiten.de,1.0,427.0,0.0,0.0,0.0,0.0
social.shadowfacts.net,1.0,13714.0,0.0,0.0,0.0,0.0
spanner.works,1.0,2898.0,0.0,0.0,0.0,0.0
mastodon.ar.al,1.0,19616.0,0.0,0.0,0.0,0.0
mas.home.monsiteinternet.org,1.0,924.0,0.0,0.0,0.0,0.0
thechairman.info,1.0,883.0,0.0,0.0,0.0,0.0
bunnytopia.com,1.0,1.0,0.0,0.0,0.0,0.0
ofuton.io,1.0,147.0,0.0,0.0,0.0,0.0
yvr.mstdn.live,1.0,0.0,0.0,0.0,0.0,0.0
lech.social,1.0,1.0,0.0,0.0,0.0,0.0
pyxel.crynet.one,1.0,9.0,0.0,0.0,0.0,0.0
mookie.xyz,1.0,109.0,0.0,0.0,0.0,0.0
mastodon.nesven.eu,1.0,12.0,0.0,0.0,0.0,0.0
mastodoooooon.herokuapp.com,1.0,17.0,0.0,0.0,0.0,0.0
mstdn.nekonote.cc,1.0,3683.0,0.0,0.0,0.0,0.0
friendica.art3mis.de,1.0,1812.0,0.0,0.0,0.0,0.0
social.vikings.net,1.0,16.0,0.0,0.0,0.0,0.0
mosw.work,1.0,277092.0,0.0,0.0,0.0,0.0
san-junipero.gimme-sympathy.org,1.0,287.0,0.0,0.0,0.0,0.0
mastodon.kevread.fr,1.0,0.0,0.0,-1.0,-1.0,-2.0
mstdn.mk39.xyz,1.0,589.0,0.0,0.0,0.0,0.0
toot.gagniard.org,1.0,15.0,0.0,0.0,0.0,0.0
mastodon.rosseaux.com,1.0,12.0,0.0,0.0,0.0,0.0
planetarymessage.com,1.0,0.0,0.0,0.0,0.0,0.0
bloodmountain.herokuapp.com,1.0,1.0,0.0,0.0,0.0,0.0
ajin.la,1.0,39246.0,0.0,0.0,0.0,0.0
don.m2hq.net,1.0,18391.0,0.0,0.0,0.0,0.0
mastodon.woutfeys.be,1.0,42.0,0.0,0.0,0.0,0.0
mastodon.greenpeace.ch,1.0,4196.0,0.0,0.0,0.0,0.0
mastodon.bet,1.0,0.0,0.0,0.0,0.0,0.0
pler.gtx.dynu.net,1.0,446.0,0.0,0.0,0.0,0.0
akko.kalasarn.se,1.0,1381.0,0.0,0.0,0.0,0.0
moytura.org,1.0,612.0,0.0,0.0,0.0,0.0
social.surfnet.space,1.0,1053.0,0.0,0.0,0.0,0.0
mustdon.herokuapp.com,1.0,0.0,0.0,0.0,0.0,0.0
mastodon.nixgeek.com,1.0,13.0,0.0,0.0,0.0,0.0
raptol.net,1.0,42664.0,0.0,0.0,0.0,0.0
1689.social,1.0,12.0,0.0,0.0,0.0,0.0
reyuzenfold.com,1.0,16.0,0.0,0.0,0.0,0.0
bruder.space,1.0,1951.0,0.0,0.0,0.0,0.0
mstdn.rukin.me,1.0,269.0,0.0,0.0,0.0,0.0
nejiamasi.com,1.0,218.0,0.0,0.0,0.0,0.0
social.gould.cx,1.0,155.0,0.0,0.0,0.0,0.0
social.mofu2charger-listenradio.net,1.0,485.0,0.0,0.0,0.0,0.0
mastodon.owls.io,1.0,8.0,0.0,0.0,0.0,0.0
social.integritymo.de,1.0,286.0,0.0,0.0,0.0,0.0
m.mtjm.eu,1.0,43.0,0.0,0.0,0.0,0.0
mastodon.grozav.dev,1.0,258.0,0.0,0.0,0.0,0.0
metuba.hostdon.jp,1.0,284.0,0.0,0.0,0.0,0.0
pachyderm.herokuapp.com,1.0,1.0,0.0,0.0,0.0,0.0
mastodon.motorsport.org.uk,1.0,165.0,0.0,0.0,0.0,0.0
sunshinecoast.social,1.0,4.0,0.0,0.0,0.0,0.0
mastodon.oliverfalvai.xyz,1.0,34.0,0.0,0.0,0.0,0.0
mstdn.image-space.info,1.0,39.0,0.0,0.0,0.0,0.0
mastodon.matcha-soft.com,1.0,566.0,0.0,0.0,0.0,0.0
mstdn.fujii-yuji.net,1.0,89916.0,0.0,0.0,0.0,0.0
mstdn.kanagu.info,1.0,45391.0,0.0,0.0,0.0,0.0
mastodon.cloudcauldron.io,1.0,42.0,0.0,0.0,0.0,0.0
durel.org,1.0,97.0,0.0,0.0,0.0,0.0
fedi.safewebbox.com,1.0,129.0,0.0,0.0,0.0,0.0
social.cativa.net,1.0,128.0,0.0,0.0,0.0,0.0
akko.anemoneya.me,1.0,236.0,0.0,0.0,0.0,0.0
pleroma.anduin.net,1.0,1842.0,0.0,0.0,0.0,0.0
d0y.de,1.0,0.0,0.0,0.0,0.0,0.0
mastodon.s-yurama.com,1.0,235.0,0.0,0.0,0.0,0.0
mstdn.cloud.themaymeow.com,1.0,917.0,0.0,0.0,0.0,0.0
mastodon.gargantia.fr,1.0,3145.0,0.0,0.0,0.0,0.0
mastodon.izzz.fr,1.0,30.0,0.0,0.0,0.0,0.0
comicbooks.social,1.0,1.0,0.0,0.0,0.0,0.0
s.ovalerio.net,1.0,1160.0,0.0,0.0,0.0,0.0
m.divita.eu,1.0,748.0,0.0,0.0,0.0,0.0
pl.pyrope.net,1.0,44.0,0.0,0.0,0.0,0.0
engineered.space,1.0,3185.0,0.0,0.0,0.0,0.0
my.brick.camp,1.0,695.0,0.0,0.0,0.0,0.0
jonleibowitz.social,1.0,635.0,0.0,0.0,0.0,0.0
earfolds.com,1.0,545.0,0.0,0.0,0.0,0.0
friendica.jb-net.us,1.0,330.0,0.0,0.0,0.0,0.0
trans.au,1.0,19.0,0.0,0.0,0.0,0.0
omochi.xyz,1.0,23595.0,0.0,0.0,0.0,0.0
mastodon.zuto.ga,1.0,10.0,0.0,0.0,0.0,0.0
mastodon.justsky.in,1.0,0.0,0.0,0.0,0.0,0.0
bytebuilders.uk,1.0,123.0,0.0,0.0,0.0,0.0
mastodon.immae.eu,1.0,250.0,0.0,0.0,0.0,0.0
social.blogsofwar.com,1.0,637.0,0.0,0.0,0.0,0.0
social.jardanet.com,1.0,17.0,0.0,0.0,0.0,0.0
gonzohacker.com,1.0,17.0,0.0,0.0,0.0,0.0
mastodon.linkedweb.org,1.0,0.0,0.0,0.0,0.0,0.0
mstdn.zoddo.fr,1.0,473.0,0.0,0.0,0.0,0.0
flagada.org,1.0,2.0,0.0,0.0,0.0,0.0
social.matej-lach.me,1.0,6444.0,0.0,0.0,0.0,0.0
mastodon.kxn4t.tech,1.0,25030.0,0.0,0.0,0.0,0.0
lazyatom.social,1.0,216.0,0.0,0.0,0.0,0.0
ykzts.technology,1.0,1357.0,0.0,0.0,0.0,0.0
mstdn.cygnan.com,1.0,427.0,0.0,0.0,0.0,0.0
mastodon.schle.nz,1.0,41.0,0.0,0.0,0.0,0.0
mastodon.iklem.fr,1.0,11.0,0.0,0.0,0.0,0.0
